"","X","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","tweets"
"1248",1248,"RT @katelovestravel: GIVEAWAY! Don‚Äôt forget - if you want to win a personalised #phone or #laptop case from @caseapp you need to follow me‚Ä¶",FALSE,0,NA,2018-04-30 13:41:33,FALSE,NA,990949277869453312,NA,"<a href=""http://mseryan.blogspot.co.uk/"" rel=""nofollow"">RyanPullen</a>","rpullen86",18,TRUE,FALSE,NA,NA,"laptopbrands"
"1249",1249,"RT @katelovestravel: *GIVEAWAY* Win a fantastic personalised phone case/laptop cover from @caseapp - follow @katelovestravel and retweet to‚Ä¶",FALSE,0,NA,2018-04-30 13:41:27,FALSE,NA,990949253332766720,NA,"<a href=""http://mseryan.blogspot.co.uk/"" rel=""nofollow"">RyanPullen</a>","rpullen86",24,TRUE,FALSE,NA,NA,"laptopbrands"
"1250",1250,"RT @JWB_9: ""OLPC‚ÄôS $100 #LAPTOP WAS GOING TO #CHANGE THE WORLD ‚Äî THEN IT ALL WENT WRONG"" https://t.co/aQrjJJJFtD #mediawijsheid #medialiter‚Ä¶",FALSE,0,NA,2018-04-30 13:39:02,FALSE,NA,990948646068908032,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","marcelodelpozo",1,TRUE,FALSE,NA,NA,"laptopbrands"
"1251",1251,"BE FREE and make it automated ;) lifestlye :)
#freedom #lifestlye #laptop #mobile #online#makemoney #
https://t.co/6tPI2EDj6y",FALSE,0,NA,2018-04-30 13:38:38,FALSE,NA,990948545120428032,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","m1ll1onaireman",0,FALSE,FALSE,NA,NA,"laptopbrands"
"1252",1252,"2018 HP 255 G6 15.6"" HD Wide Screen Business #Laptop #Computer, AMD A6-9220 up to 2.9GHz, 8GB DDR4, 256GB USB 3.1‚Ä¶ https://t.co/v8w251vrkF",FALSE,0,NA,2018-04-30 13:38:02,TRUE,NA,990948391411703808,NA,"<a href=""https://thebestwaystoloseweight.net/"" rel=""nofollow"">raspberry app TWM</a>","buyraspberryktn",0,FALSE,FALSE,NA,NA,"laptopbrands"
"1253",1253,"This is our new amplified official logo 
Trophy Developers Uganda Company Limited
-----
#newlogo 
#WordPress‚Ä¶ https://t.co/28h9T9X53K",FALSE,2,NA,2018-04-30 13:34:04,TRUE,NA,990947394153074688,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","TrophyDeveloper",3,FALSE,FALSE,NA,NA,"laptopbrands"
"1254",1254,"(eBay Deal) Lenovo Thinkpad 11.6"" 2in1 Touch Laptop

Click here or Scan QR &gt;&gt; https://t.co/WzfEUfN004

 #deals‚Ä¶ https://t.co/9OU9tbvFdP",FALSE,0,NA,2018-04-30 13:33:55,TRUE,NA,990947357968814080,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","QuickDealVideos",0,FALSE,FALSE,NA,NA,"laptopbrands"
"1255",1255,"Dell XPS 15 laptop giveaway (through May 2) https://t.co/NQ4cwY06Jy #laptop #contest https://t.co/MsMXz9dzzb",FALSE,0,NA,2018-04-30 13:30:42,FALSE,NA,990946546458951680,NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","viewfromthepugh",0,FALSE,FALSE,NA,NA,"laptopbrands"
"1256",1256,"RT @katelovestravel: *GIVEAWAY* Win a fantastic personalised phone case/laptop cover from @caseapp - follow @katelovestravel and retweet to‚Ä¶",FALSE,0,NA,2018-04-30 13:29:58,FALSE,NA,990946363029454848,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JodieAnnSimpso1",24,TRUE,FALSE,NA,NA,"laptopbrands"
"1257",1257,"RT @JosephSteinberg: How to Safely Use Public Wi-Fi

https://t.co/BZrUJWwPT1

#CyberSecurity #InfoSec #WiFi #travel #LifeHacks #Wisdom #Pri‚Ä¶",FALSE,0,NA,2018-04-30 13:29:54,FALSE,NA,990946344373284864,NA,"<a href=""https://hackerslist.com"" rel=""nofollow"">Hacker's List 1</a>","HackersList",34,TRUE,FALSE,NA,NA,"laptopbrands"
"1258",1258,"RT @katelovestravel: GIVEAWAY! Don‚Äôt forget - if you want to win a personalised #phone or #laptop case from @caseapp you need to follow me‚Ä¶",FALSE,0,NA,2018-04-30 13:29:50,FALSE,NA,990946327898017792,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JodieAnnSimpso1",18,TRUE,FALSE,NA,NA,"laptopbrands"
"1259",1259,"RT @katelovestravel: GIVEAWAY! Don‚Äôt forget - if you want to win a personalised #phone or #laptop case from @caseapp you need to follow me‚Ä¶",FALSE,0,NA,2018-04-30 13:28:22,FALSE,NA,990945962024751104,NA,"<a href=""https://www.github.com"" rel=""nofollow"">erichsmann</a>","erichsmann",18,TRUE,FALSE,NA,NA,"laptopbrands"
"1260",1260,"Get a tune-up to speed-up your computer | Fast, Easy, Affordable | Desktop, Laptop, Mac. Call us at: 1-888-351-0767‚Ä¶ https://t.co/lJFXnCF8iH",FALSE,1,NA,2018-04-30 13:22:22,TRUE,NA,990944451538374656,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Teknicians2",1,FALSE,FALSE,NA,NA,"laptopbrands"
"1261",1261,"RT @katelovestravel: GIVEAWAY! Don‚Äôt forget - if you want to win a personalised #phone or #laptop case from @caseapp you need to follow me‚Ä¶",FALSE,0,NA,2018-04-30 13:22:05,FALSE,NA,990944378008035328,NA,"<a href=""http://google.com"" rel=""nofollow"">Twitter v8.7.795</a>","sereniteey",18,TRUE,FALSE,NA,NA,"laptopbrands"
"1262",1262,"RT @JosephSteinberg: How to Safely Use Public Wi-Fi

https://t.co/BZrUJWwPT1

#CyberSecurity #InfoSec #WiFi #travel #LifeHacks #Wisdom #Pri‚Ä¶",FALSE,0,NA,2018-04-30 13:22:01,FALSE,NA,990944363235758080,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Randirobics",34,TRUE,FALSE,NA,NA,"laptopbrands"
"1263",1263,"RT @katelovestravel: GIVEAWAY! Don‚Äôt forget - if you want to win a personalised #phone or #laptop case from @caseapp you need to follow me‚Ä¶",FALSE,0,NA,2018-04-30 13:20:59,FALSE,NA,990944103717392384,NA,"<a href=""https://digitalinspiration.com"" rel=""nofollow"">bot5112</a>","brennan_mcghee",18,TRUE,FALSE,NA,NA,"laptopbrands"
"1264",1264,"RT @JosephSteinberg: How to Safely Use Public Wi-Fi

https://t.co/BZrUJWwPT1

#CyberSecurity #InfoSec #WiFi #travel #LifeHacks #Wisdom #Pri‚Ä¶",FALSE,0,NA,2018-04-30 13:20:22,FALSE,NA,990943948460802048,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","Levi_L_Ball",34,TRUE,FALSE,NA,NA,"laptopbrands"
"1265",1265,"How to Safely Use Public Wi-Fi

https://t.co/BZrUJWwPT1

#CyberSecurity #InfoSec #WiFi #travel #LifeHacks #Wisdom‚Ä¶ https://t.co/aKLkTQRCXX",FALSE,38,NA,2018-04-30 13:20:09,TRUE,NA,990943894107054080,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","JosephSteinberg",34,FALSE,FALSE,NA,NA,"laptopbrands"
"1266",1266,"RT @katelovestravel: GIVEAWAY! Don‚Äôt forget - if you want to win a personalised #phone or #laptop case from @caseapp you need to follow me‚Ä¶",FALSE,0,NA,2018-04-30 13:18:57,FALSE,NA,990943588971352064,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","k8_kreates",18,TRUE,FALSE,NA,NA,"laptopbrands"
"1267",1267,"RT @katelovestravel: GIVEAWAY! Don‚Äôt forget - if you want to win a personalised #phone or #laptop case from @caseapp you need to follow me‚Ä¶",FALSE,0,NA,2018-04-30 13:17:26,FALSE,NA,990943208396947456,NA,"<a href=""http://www.abcd.com"" rel=""nofollow"">Twitter-Bot-Thing</a>","MSueberg",18,TRUE,FALSE,NA,NA,"laptopbrands"
"1268",1268,"GIVEAWAY! Don‚Äôt forget - if you want to win a personalised #phone or #laptop case from @caseapp you need to follow‚Ä¶ https://t.co/EPh5gXBUG2",FALSE,7,NA,2018-04-30 13:17:24,TRUE,NA,990943199559671808,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","katelovestravel",18,FALSE,FALSE,NA,NA,"laptopbrands"
"1269",1269,"RT @couponsbusiness: $104 #discount for #Teclast F7 #Laptop with #Code GKB12TF https://t.co/myOvaEZfOx  #business #Sponsor #sale #discount‚Ä¶",FALSE,0,NA,2018-04-30 13:13:31,FALSE,NA,990942225218535424,NA,"<a href=""https://twitter.com/TopSales9"" rel=""nofollow"">BestDealsToday</a>","TopSales9",1,TRUE,FALSE,NA,NA,"laptopbrands"
"1270",1270,"2018 HP G6 15.6"" HD Wide Screen Business #Laptop #Computer, AMD A6-9220 up to 2.9GHz, 8GB DDR4, 256GB USB 3.1‚Ä¶ https://t.co/vZWeHdW8lj",FALSE,0,NA,2018-04-30 13:08:02,TRUE,NA,990940842100772864,NA,"<a href=""https://thebestwaystoloseweight.net/"" rel=""nofollow"">raspberry app TWM</a>","buyraspberryktn",0,FALSE,FALSE,NA,NA,"laptopbrands"
"1271",1271,"$104 #discount for #Teclast F7 #Laptop with #Code GKB12TF https://t.co/myOvaEZfOx  #business #Sponsor #sale‚Ä¶ https://t.co/ofG47bwxIb",FALSE,0,NA,2018-04-30 13:06:41,TRUE,NA,990940502156455936,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","couponsbusiness",1,FALSE,FALSE,NA,NA,"laptopbrands"
"1272",1272,"RT @the_best_daily: 44% OFF #sale #save #dell #laptop @amazon @dell Dell Business Laptop PC 15.6"" HD LED-backlit Display Intel i3-7100U Pro‚Ä¶",FALSE,0,NA,2018-04-30 13:03:32,FALSE,NA,990939711760928768,NA,"<a href=""https://twitter.com/TopSales9"" rel=""nofollow"">BestDealsToday</a>","TopSales9",2,TRUE,FALSE,NA,NA,"laptopbrands"
"1273",1273,"RT @the_best_daily: 44% OFF #sale #save #dell #laptop @amazon @dell Dell Business Laptop PC 15.6"" HD LED-backlit Display Intel i3-7100U Pro‚Ä¶",FALSE,0,NA,2018-04-30 13:02:48,FALSE,NA,990939526980923392,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","STONEMASON777",2,TRUE,FALSE,NA,NA,"laptopbrands"
"1274",1274,"Do you have the #MondayMorning Blues due to a shattered screen? We can help you start the week off right by‚Ä¶ https://t.co/Z44vk49MPl",FALSE,1,NA,2018-04-30 12:53:35,TRUE,NA,990937208533213184,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PhonesRFixed",0,FALSE,FALSE,NA,NA,"laptopbrands"
"1275",1275,"44% OFF #sale #save #dell #laptop @amazon @dell Dell Business Laptop PC 15.6"" HD LED-backlit Display Intel i3-7100U‚Ä¶ https://t.co/Z5rvcFs5bF",FALSE,2,NA,2018-04-30 12:50:11,TRUE,NA,990936349170720768,NA,"<a href=""https://twittimer.com"" rel=""nofollow"">Twittimer</a>","the_best_daily",2,FALSE,FALSE,NA,NA,"laptopbrands"
"1276",1276,"Want to buy a new laptop this year? Read this Ì†ΩÌ±á #Laptop #Computer https://t.co/NJ0SW2D0ac",FALSE,0,NA,2018-04-30 12:49:03,FALSE,NA,990936067078545408,NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","bisongrid",0,FALSE,FALSE,NA,NA,"laptopbrands"
"1277",1277,"What to ask? Buy a new one or epa-repair?? #Laptop",FALSE,2,NA,2018-04-30 12:44:30,FALSE,NA,990934919567167488,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jennypearlalloo",0,FALSE,FALSE,NA,NA,"laptopbrands"
"1278",1278,"8% OFF #sale #save #lenovo #laptop #Flex5 @amazon #lenovo Lenovo Flex 5 14-Inch 2-in-1 Laptop, (Intel Core i5-8250U‚Ä¶ https://t.co/2Mca9JTbXW",FALSE,0,NA,2018-04-30 12:40:06,TRUE,NA,990933811939639296,NA,"<a href=""https://twittimer.com"" rel=""nofollow"">Twittimer</a>","the_best_offer",0,FALSE,FALSE,NA,NA,"laptopbrands"
"1279",1279,"RT @lindas_craft: Sale time! $$ Off grab them now. #laptop #ideapad #lenovo 
https://t.co/cPc1sO0hpP",FALSE,0,NA,2018-04-30 12:34:27,FALSE,NA,990932390406119424,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","W_Angels_Wings",83,TRUE,FALSE,NA,NA,"laptopbrands"
"1280",1280,"Come on live the life you want :) make it automated ;) 
#freedom #lifestlye #laptop #mobile #online#makemoney #
https://t.co/6tPI2EDj6y",FALSE,0,NA,2018-04-30 12:32:56,FALSE,NA,990932008451936256,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","m1ll1onaireman",0,FALSE,FALSE,NA,NA,"laptopbrands"
"1281",1281,"The tan #laptop #bag makes for a fine addition to all #attires, making it the go-to option for both #work &amp; #fun!
V‚Ä¶ https://t.co/Z1c87GcxGD",FALSE,2,NA,2018-04-30 12:28:50,TRUE,NA,990930978704187392,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HorraLuxury",1,FALSE,FALSE,NA,NA,"laptopbrands"
"1282",1282,"RT @exobiology_art: #laptop #cases #printed on #both #sides and has a #sturdy #zipper #antiscratch #interior #drawing #based on the #series‚Ä¶",FALSE,0,NA,2018-04-30 12:28:40,FALSE,NA,990930937264394240,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Exo_Rock_1",2,TRUE,FALSE,NA,NA,"laptopbrands"
"1283",1283,"Easy Guide to Add or Connect External Hard Drive to yoga tablet. 
Visit official site: https://t.co/I3kM1F1DPD
Call‚Ä¶ https://t.co/6B1orPtyrI",FALSE,2,NA,2018-04-30 12:26:27,TRUE,NA,990930379430400000,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","lenovo_help",0,FALSE,FALSE,NA,NA,"laptopbrands"
"1284",1284,"RT @BrianK61895619: How To Choose The Best #travel  #laptop  In 2018? Top Editor's Picks https://t.co/W4jeLZ7hjO - https://t.co/9kdYc2kO8s‚Ä¶",FALSE,0,NA,2018-04-30 12:16:29,FALSE,NA,990927868552187904,NA,"<a href=""https://www.botlibre.com"" rel=""nofollow"">Bot Libre!</a>","HotelsScanner",1,TRUE,FALSE,NA,NA,"laptopbrands"
"1285",1285,"How To Choose The Best #travel  #laptop  In 2018? Top Editor's Picks https://t.co/W4jeLZ7hjO -‚Ä¶ https://t.co/lGOOBiZMOD",FALSE,1,NA,2018-04-30 12:16:01,TRUE,NA,990927753619951616,NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","BrianK61895619",1,FALSE,FALSE,NA,NA,"laptopbrands"
"1286",1286,"RT @exobiology_art: #laptop #cases #printed on #both #sides and has a #sturdy #zipper #antiscratch #interior #drawing #based on the #series‚Ä¶",FALSE,0,NA,2018-04-30 12:12:52,FALSE,NA,990926958824427520,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","exobiology_art",2,TRUE,FALSE,NA,NA,"laptopbrands"
"1287",1287,"5% OFF #sale #save #acer #predator #laptop @amazon @acer Acer Predator Helios 300 Gaming Laptop, 15.6"" Full HD, Int‚Ä¶ https://t.co/iYTyGU1Mvy",FALSE,4,NA,2018-04-30 12:10:03,TRUE,NA,990926251132182528,NA,"<a href=""https://twittimer.com"" rel=""nofollow"">Twittimer</a>","the_best_daily",0,FALSE,FALSE,NA,NA,"laptopbrands"
"1288",1288,"A person who really wants something will find a way; a person who doesn't will find an excuse.

#folloMe #for‚Ä¶ https://t.co/F4apmcEOtW",FALSE,4,NA,2018-04-30 12:06:26,TRUE,NA,990925342088015872,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","husnain_lahori",1,FALSE,FALSE,NA,NA,"laptopbrands"
"1289",1289,"RT @lindas_craft: Sale time! $$ Off grab them now. #laptop #ideapad #lenovo 
https://t.co/cPc1sO0hpP",FALSE,0,NA,2018-04-30 12:05:54,FALSE,NA,990925207576633344,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TikiGirlTreas",83,TRUE,FALSE,NA,NA,"laptopbrands"
"1290",1290,"Dell Inspiron Gaming Laptop Giveaway (through May 2) https://t.co/knaPobgIPl #laptop #contest",FALSE,0,NA,2018-04-30 12:00:37,FALSE,NA,990923876740812800,NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","viewfromthepugh",0,FALSE,FALSE,NA,NA,"laptopbrands"
"1291",1291,"65% Off #Amazon #discount #Shopping #AmazonIndia #laptop #stand
#table
Unique Gadget Multi-Purpose Color Foldable W‚Ä¶ https://t.co/iQW3BHIjfJ",FALSE,0,NA,2018-04-30 12:00:25,TRUE,NA,990923827872915456,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","dealofthetoday",0,FALSE,FALSE,NA,NA,"laptopbrands"
"1292",1292,"RT @CyberPowerUK: The NEW @CyberPowerUK Tracer III Gaming #Laptop series available to PRE-ORDER now! https://t.co/qyg2vkQnOe https://t.co/h‚Ä¶",FALSE,0,NA,2018-04-30 11:55:04,FALSE,NA,990922480557715456,NA,"<a href=""http://beeter.io"" rel=""nofollow"">beeter (Œ≤)</a>","HowardGees",1,TRUE,FALSE,NA,NA,"laptopbrands"
"1293",1293,"So I am studying for the @cicerone beer server and so are my dogs Ì†ΩÌ∞∂ Ì†ΩÌ≤ôÌ†ΩÌ∏ÇÌ†æÌ¥ûÌ†ºÌøΩÌ†ΩÌ≤úÌ†ΩÌ∞∂
#laptop and #lapdogs‚Ä¶‚Ä¶ https://t.co/cu3lvniJLw",FALSE,2,NA,2018-04-30 11:53:14,TRUE,NA,990922017980502016,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","stoneminimarket",0,FALSE,FALSE,NA,NA,"laptopbrands"
"1294",1294,"RT @Mscurrylyna: @JumiaNGHelp This reply was five days ago yet no response from your team. This is the fifth month and @JumiaNigeria  is st‚Ä¶",FALSE,0,NA,2018-04-30 11:52:05,FALSE,NA,990921728749719552,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mscurrylyna",1,TRUE,FALSE,NA,NA,"laptopbrands"
"1295",1295,"@JumiaNGHelp This reply was five days ago yet no response from your team. This is the fifth month and @JumiaNigeria‚Ä¶ https://t.co/3eJAcgFODz",FALSE,0,"JumiaNGHelp",2018-04-30 11:47:27,TRUE,988747206592167936,990920565132324864,3018296221,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mscurrylyna",1,FALSE,FALSE,NA,NA,"laptopbrands"
"1296",1296,"2018 Gigabyte #Aero 15X #Laptop Combines Six-Core i7, GTX 1070, And Eight Hours Of Battery Life‚Ä¶ https://t.co/MORGmu13Xd",FALSE,1,NA,2018-04-30 11:39:21,TRUE,NA,990918525173813248,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","The_News_DIVA",0,FALSE,FALSE,NA,NA,"laptopbrands"
"1297",1297,"Our kids adopt technologies faster than we do #advantages #AdviceforParentinginaDigitalWorld #disadvantages #kids‚Ä¶ https://t.co/fsSwrQ3Q1v",FALSE,0,NA,2018-04-30 11:34:24,TRUE,NA,990917281730490368,NA,"<a href=""https://www.blog2social.com"" rel=""nofollow"">Blog2Social APP</a>","digitaldahod",0,FALSE,FALSE,NA,NA,"laptopbrands"
"1298",1298,"COMPUTER REPAIRS Does your Laptop or PC need repairing? See us in Harleston or Call: 01379 851117  #Laptop #PC #Repairs",FALSE,0,NA,2018-04-30 11:30:13,FALSE,NA,990916225466281984,NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","Ulric_Norfolk",0,FALSE,FALSE,NA,NA,"laptopbrands"
"1299",1299,"5% OFF #sale #save #acer #laptop @amazon @acer Acer Aspire 1, 14"" Full HD, Intel Celeron N3450, 4GB RAM, 32GB Stora‚Ä¶ https://t.co/2s9rxIuN7t",FALSE,0,NA,2018-04-30 11:15:06,TRUE,NA,990912422352506880,NA,"<a href=""https://twittimer.com"" rel=""nofollow"">Twittimer</a>","the_best_offer",0,FALSE,FALSE,NA,NA,"laptopbrands"
"1300",1300,"The World's 1st Wireless Scanner Mouse - Zcan Wireless Scanner Mouse Benefits https://t.co/shiFrYzjES #computer‚Ä¶ https://t.co/4oydbrraAy",FALSE,0,NA,2018-04-30 11:13:36,TRUE,NA,990912046660284416,NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","kannanpethukani",0,FALSE,FALSE,NA,NA,"laptopbrands"
"1301",1301,"Ì†ΩÌ≤é Free Bitcoins Ì†ΩÌ≤é

https://t.co/wz4ZjwT8r8

#CryptoTab #GoogleChrome #Chrome #Crypto #Cryptocurrency #Free #Earn‚Ä¶ https://t.co/7Hw1b606a3",FALSE,1,NA,2018-04-30 11:05:13,TRUE,NA,990909937315348480,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","logosquiz1",0,FALSE,FALSE,NA,NA,"laptopbrands"
"1302",1302,"13% OFF #sale #save #lenovo #laptop #Ideapad @amazon @lenovo Lenovo Ideapad 210s 11.6 inch HD Flagship Laptop (2018‚Ä¶ https://t.co/9DFxlfRRCP",FALSE,1,NA,2018-04-30 11:05:09,TRUE,NA,990909917858066432,NA,"<a href=""https://twittimer.com"" rel=""nofollow"">Twittimer</a>","the_best_offer",0,FALSE,FALSE,NA,NA,"laptopbrands"
"1303",1303,"Ì†ΩÌ≤é Free Bitcoins Ì†ΩÌ≤é

https://t.co/wkegVGVdwt

#CryptoTab #GoogleChrome #Chrome #Crypto #Cryptocurrency #Free #Earn‚Ä¶ https://t.co/dnPMhmzU62",FALSE,0,NA,2018-04-30 11:05:01,TRUE,NA,990909884974682112,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Football1Crazy",1,FALSE,FALSE,NA,NA,"laptopbrands"
"1304",1304,"Ì†ΩÌ≤é Free Bitcoins Ì†ΩÌ≤é

https://t.co/cZt7poXn4J

#CryptoTab #GoogleChrome #Chrome #Crypto #Cryptocurrency #Free #Earn‚Ä¶ https://t.co/pBSmXVq79E",FALSE,1,NA,2018-04-30 11:04:53,TRUE,NA,990909851999055872,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","WordQuizTrivia",1,FALSE,FALSE,NA,NA,"laptopbrands"
"1305",1305,"Ì†ΩÌ≤é Free Bitcoins Ì†ΩÌ≤é

https://t.co/9Od04bVKzB

#CryptoTab #GoogleChrome #Chrome #Crypto #Cryptocurrency #Free #Earn‚Ä¶ https://t.co/jywOYEvcAf",FALSE,0,NA,2018-04-30 11:04:44,TRUE,NA,990909812207706112,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GuessEmojis",0,FALSE,FALSE,NA,NA,"laptopbrands"
"1306",1306,"Ì†ΩÌ≤é Free Bitcoins Ì†ΩÌ≤é

https://t.co/7uMpoHLXrf

#CryptoTab #GoogleChrome #Chrome #Crypto #Cryptocurrency #Free #Earn‚Ä¶ https://t.co/byWoomjv2M",FALSE,0,NA,2018-04-30 11:04:36,TRUE,NA,990909779328618496,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","logosMania",0,FALSE,FALSE,NA,NA,"laptopbrands"
"1307",1307,"Ì†ΩÌ≤é Free Bitcoins Ì†ΩÌ≤é

https://t.co/YIkbp2g0w6

#CryptoTab #GoogleChrome #Chrome #Crypto #Cryptocurrency #Free #Earn‚Ä¶ https://t.co/8lMmwrmPk2",FALSE,1,NA,2018-04-30 11:04:23,TRUE,NA,990909724433502208,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AndroidAppsAWG",1,FALSE,FALSE,NA,NA,"laptopbrands"
"1308",1308,"Ì†ΩÌ≤é Free Bitcoins Ì†ΩÌ≤é

https://t.co/dveXWh0RjC

#CryptoTab #GoogleChrome #Chrome #Crypto #Cryptocurrency #Free #Earn‚Ä¶ https://t.co/3JlTCKGXgm",FALSE,1,NA,2018-04-30 11:03:59,TRUE,NA,990909624034496512,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KingOfBitcoin1",0,FALSE,FALSE,NA,NA,"laptopbrands"
"1309",1309,"#Free #Signup to sell or buy Electronics!
https://t.co/cZJUNIffDy
#freepostage #giveaways #electo #insadailypic‚Ä¶ https://t.co/99kHfNkaXm",FALSE,0,NA,2018-04-30 11:01:01,TRUE,NA,990908877838409728,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","emacityusa",0,FALSE,FALSE,NA,NA,"laptopbrands"
"1310",1310,"https://t.co/lCUf45dAxR ‚òúAmazon
Love #Sticker Pack 100#-Pcs,Secret #Garden #Sticker #Decals #Vinyls for #Laptop,Kid‚Ä¶ https://t.co/FmnuWbpcu7",FALSE,0,NA,2018-04-30 10:56:17,TRUE,NA,990907688996532224,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","haine_xxx",0,FALSE,FALSE,NA,NA,"laptopbrands"
"1311",1311,"42% OFF #sale #save #apple #MacBook #MacBookAir #laptop @amazon @apple Apple 13.3"" MacBook Air ( Silver)‚Ä¶ https://t.co/XnWNZpJ4P6",FALSE,1,NA,2018-04-30 10:55:03,TRUE,NA,990907376801902592,NA,"<a href=""https://twittimer.com"" rel=""nofollow"">Twittimer</a>","the_best_daily",0,FALSE,FALSE,NA,NA,"laptopbrands"
"1312",1312,"The NEW @CyberPowerUK Tracer III Gaming #Laptop series available to PRE-ORDER now! https://t.co/qyg2vkQnOe https://t.co/hE1CxMFU40",FALSE,4,NA,2018-04-30 10:53:19,FALSE,NA,990906939109453824,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CyberPowerUK",1,FALSE,FALSE,NA,NA,"laptopbrands"
"1313",1313,"RT @Kultjers_: Sweet #pineapple #Laptop and #iPad #Skins and more in our #society6 and #redbubble #shop 

https://t.co/KouCUxa575  
https:/‚Ä¶",FALSE,0,NA,2018-04-30 10:51:04,FALSE,NA,990906376615424000,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SinmaraDesign",10,TRUE,FALSE,NA,NA,"laptopbrands"
"1314",1314,"42% OFF #sale #save #MacBook #apple #laptop #MacBookAir @amazon @apple Apple 13.3"" MacBook Air ( Silver)‚Ä¶ https://t.co/qRivrr3D3K",FALSE,1,NA,2018-04-30 10:45:06,TRUE,NA,990904871841878016,NA,"<a href=""https://twittimer.com"" rel=""nofollow"">Twittimer</a>","the_best_offer",0,FALSE,FALSE,NA,NA,"laptopbrands"
"1315",1315,"I've just entered for a chance to #win a Dell XPS 15 #laptop from Windows Central! https://t.co/ifWo7tAO5e",FALSE,0,NA,2018-04-30 10:38:50,FALSE,NA,990903295282577408,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mikeymutilator",0,FALSE,FALSE,NA,NA,"laptopbrands"
